R_age,P_age,R_yrsed,P_yrsed,R_race,P_race,R_political,P_political,R_religion,P_religion,R_work,R_house,R_rent,R_citydweller,R_region,same_sex_couple,relationship_quality,coresident,relationship_length_start,age_difference,edu_difference,rac_difference,pol_difference,relig_difference,LGB_status,union_status,broke_up,together_end
50,48.0,13.0,16.0,NH white,NH white,democrat,democrat,catholic,catholic,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,northeast,same-sex couple,excellent,Yes,8.0,2.0,-3.0,no,no,no,B,none,no,yes
46,43.0,17.0,20.0,NH white,NH white,democrat,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",none,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,midwest,same-sex couple,excellent,Yes,15.0,3.0,-3.0,no,no,yes,L,CU_DP,no,yes
45,33.0,14.0,12.0,NH white,NH white,democrat,other,baptist - any denomination,baptist - any denomination,disabled,a one-family house detached from any other house,rented for cash,non-metro,south,different sex couple,good,Yes,0.75,12.0,2.0,no,yes,no,B,none,no,yes
44,50.0,12.0,14.0,NH white,NH white,democrat,other,none,none,other,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,northeast,same-sex couple,excellent,Yes,8.0,-6.0,-2.0,no,yes,no,L,none,no,yes
54,34.0,16.0,14.0,NH white,NH white,democrat,democrat,jewish,catholic,retired,a building with 2 or more apartments,owned or being bought by you or someone in your household,metro,south,same-sex couple,excellent,Yes,4.0,20.0,2.0,no,no,yes,G,none,no,yes
31,43.0,17.0,13.0,NH white,Hispanic,democrat,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",other christian,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,northeast,different sex couple,fair,Yes,5.0,-12.0,4.0,yes,no,yes,S,none,no,yes
54,63.0,16.0,13.0,NH white,NH white,democrat,other,eastern orthodox,catholic,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,midwest,same-sex couple,excellent,Yes,32.0,-9.0,3.0,no,yes,yes,B,married,no,yes
45,49.0,16.0,12.0,NH white,NH white,democrat,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","protestant (e.g. methodist, lutheran, presbyterian, episcopal)",working,a one-family house attached to one or more houses,owned or being bought by you or someone in your household,metro,northeast,same-sex couple,excellent,Yes,9.0,-4.0,4.0,no,no,yes,L,none,no,yes
57,61.0,16.0,17.0,NH white, NH Other,democrat,democrat,"other non-christian, please specify",buddhist,working,a one-family house attached to one or more houses,owned or being bought by you or someone in your household,non-metro,west,same-sex couple,excellent,No,1.5,-4.0,-1.0,yes,no,yes,L,none,w2,no
43,49.0,16.0,16.0,Hispanic,NH white,democrat,democrat,catholic,"protestant (e.g. methodist, lutheran, presbyterian, episcopal)",working,a one-family house attached to one or more houses,owned or being bought by you or someone in your household,metro,west,same-sex couple,good,Yes,4.0,-6.0,0.0,yes,no,yes,L,CU_DP,no,yes
39,41.0,13.0,17.0,NH white,NH white,democrat,democrat,jewish,"protestant (e.g. methodist, lutheran, presbyterian, episcopal)",disabled,a building with 2 or more apartments,rented for cash,metro,west,different sex couple,excellent,No,7.0,-2.0,-4.0,no,no,yes,B,none,w2,no
32,38.0,13.0,12.0,NH white,NH white,republican,democrat,other christian,catholic,working,a one-family house detached from any other house,rented for cash,non-metro,midwest,same-sex couple,excellent,No,2.5,-6.0,1.0,no,yes,yes,L,none,no,yes
65,52.0,17.0,16.0,NH white,NH white,republican,republican,none,none,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,west,same-sex couple,fair,Yes,5.0,13.0,1.0,no,no,no,G,none,w2,no
24,29.0,14.0,13.0,NH white,NH white,republican,other,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",none,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,non-metro,northeast,different sex couple,good,Yes,8.0,-5.0,1.0,no,yes,yes,B,married,no,yes
56,56.0,17.0,13.0,NH white,NH white,democrat,democrat,none,none,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,west,same-sex couple,excellent,Yes,24.0,0.0,4.0,no,no,no,G,CU_DP,no,yes
64,57.0,17.0,20.0,NH white,NH white,republican,republican,jewish,jewish,retired,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,west,different sex couple,fair,Yes,28.0,7.0,-3.0,no,no,no,S,married,no,yes
56,60.0,20.0,16.0,NH white,NH white,democrat,democrat,other christian,none,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,west,same-sex couple,excellent,Yes,14.0,-4.0,4.0,no,no,yes,L,CU_DP,no,yes
76,68.0,20.0,16.0,NH white,NH white,democrat,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","protestant (e.g. methodist, lutheran, presbyterian, episcopal)",retired,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,west,same-sex couple,excellent,Yes,32.0,8.0,4.0,no,no,yes,G,CU_DP,no,yes
30,36.0,11.0,13.0,NH white,NH white,republican,other,none,none,other,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,midwest,different sex couple,good,Yes,9.0,-6.0,-2.0,no,yes,no,B,married,no,yes
37,30.0,13.0,13.0,NH white,NH white,democrat,other,catholic,none,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,midwest,same-sex couple,fair,Yes,1.5,7.0,0.0,no,yes,yes,B,none,w2,no
56,40.0,16.0,13.0,NH white,NH white,democrat,democrat,none,"protestant (e.g. methodist, lutheran, presbyterian, episcopal)",working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,midwest,same-sex couple,fair,Yes,9.0,16.0,3.0,no,no,yes,G,CU_DP,no,yes
40,30.0,13.0,12.0,NH white,NH white,democrat,other,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","protestant (e.g. methodist, lutheran, presbyterian, episcopal)",unemployed,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,midwest,different sex couple,good,No,0.15,10.0,1.0,no,yes,yes,B,none,w2,no
24,27.0,13.0,13.0,NH white,NH white,republican,other,"other non-christian, please specify",other christian,working,a building with 2 or more apartments,rented for cash,non-metro,west,different sex couple,excellent,Yes,4.0,-3.0,0.0,no,yes,yes,B,married,no,yes
40,39.0,16.0,16.0,NH white, NH Asian Pac Islander,democrat,democrat,other christian,other christian,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,west,same-sex couple,excellent,Yes,4.0,1.0,0.0,yes,no,no,G,CU_DP,no,yes
72,59.0,13.0,17.0,NH white,NH white,democrat,other,catholic,catholic,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,northeast,same-sex couple,excellent,Yes,16.0,13.0,-4.0,no,yes,no,B,married,no,yes
44,42.0,17.0,12.0,NH white,NH white,democrat,democrat,catholic,none,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,west,same-sex couple,fair,Yes,14.0,2.0,5.0,no,no,yes,G,married,no,yes
47,52.0,16.0,16.0,NH white,NH white,republican,democrat,catholic,"protestant (e.g. methodist, lutheran, presbyterian, episcopal)",working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,midwest,different sex couple,poor,Yes,22.0,-5.0,0.0,no,yes,yes,B,married,no,yes
31,32.0,14.0,16.0,NH white,NH white,democrat,democrat,none,"protestant (e.g. methodist, lutheran, presbyterian, episcopal)",working,a one-family house attached to one or more houses,rented for cash,metro,south,same-sex couple,good,Yes,9.0,-1.0,-2.0,no,no,yes,B,none,no,yes
44,43.0,17.0,17.0,NH white,NH white,democrat,democrat,jewish,buddhist,working,a building with 2 or more apartments,owned or being bought by you or someone in your household,metro,northeast,same-sex couple,excellent,No,0.75,1.0,0.0,no,no,yes,L,none,w2,no
41,36.0,17.0,16.0,NH white,NH white,democrat,democrat,none,none,working,a building with 2 or more apartments,owned or being bought by you or someone in your household,metro,midwest,same-sex couple,excellent,Yes,18.0,5.0,1.0,no,no,no,G,married,no,yes
47,46.0,16.0,5.5,Hispanic,Hispanic,democrat,other,none,none,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,west,same-sex couple,good,No,4.0,1.0,10.5,no,yes,no,G,none,no,yes
76,65.0,16.0,17.0,NH white,Hispanic,democrat,other,catholic,catholic,retired,a building with 2 or more apartments,rented for cash,metro,west,same-sex couple,good,No,41.0,11.0,-1.0,yes,yes,no,B,none,w2,no
70,44.0,20.0,12.0,NH white, NH black,democrat,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",none,retired,a one-family house attached to one or more houses,owned or being bought by you or someone in your household,metro,west,same-sex couple,excellent,Yes,6.0,26.0,8.0,yes,no,yes,G,none,no,yes
44,51.0,16.0,14.0,NH white,NH white,democrat,democrat,jewish,catholic,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,northeast,same-sex couple,good,Yes,19.0,-7.0,2.0,no,no,yes,B,none,no,yes
50,42.0,16.0,16.0,NH white,NH white,democrat,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","protestant (e.g. methodist, lutheran, presbyterian, episcopal)",working,a building with 2 or more apartments,owned or being bought by you or someone in your household,metro,northeast,same-sex couple,excellent,Yes,5.0,8.0,0.0,no,no,yes,G,married,no,yes
47,35.0,16.0,16.0,NH white,NH white,democrat,democrat,none,none,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,west,different sex couple,excellent,Yes,8.0,12.0,0.0,no,no,no,B,married,no,yes
45,52.0,13.0,12.0,NH white,NH white,democrat,democrat,none,none,unemployed,a building with 2 or more apartments,owned or being bought by you or someone in your household,metro,south,same-sex couple,excellent,Yes,4.0,-7.0,1.0,no,no,no,L,none,no,yes
34,40.0,17.0,17.0, NH black, NH black,democrat,democrat,baptist - any denomination,baptist - any denomination,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,south,same-sex couple,excellent,Yes,5.0,-6.0,0.0,no,no,no,B,married,no,yes
27,26.0,13.0,13.0,Hispanic,Hispanic,democrat,democrat,other christian,"other non-christian, please specify",working,a one-family house attached to one or more houses,rented for cash,metro,northeast,different sex couple,excellent,Yes,0.45,1.0,0.0,no,no,yes,B,none,no,yes
21,18.0,13.0,9.0,NH white,Hispanic,republican,republican,baptist - any denomination,mormon,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,midwest,different sex couple,excellent,Yes,9.0,3.0,4.0,yes,no,yes,S,none,w2,no
39,46.0,14.0,12.0,NH white,NH white,democrat,democrat,none,catholic,disabled,a building with 2 or more apartments,owned or being bought by you or someone in your household,metro,northeast,same-sex couple,excellent,Yes,2.5,-7.0,2.0,no,no,yes,B,none,no,yes
46,46.0,17.0,17.0,NH white,NH white,republican,other,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","other non-christian, please specify",working,a one-family house detached from any other house,owned or being bought by you or someone in your household,non-metro,south,different sex couple,good,Yes,27.0,0.0,0.0,no,yes,yes,B,married,no,yes
63,69.0,16.0,20.0,NH white,NH white,democrat,democrat,none,"protestant (e.g. methodist, lutheran, presbyterian, episcopal)",working,a building with 2 or more apartments,owned or being bought by you or someone in your household,metro,northeast,same-sex couple,excellent,Yes,37.0,-6.0,-4.0,no,no,yes,G,none,no,yes
41,36.0,17.0,13.0, NH Asian Pac Islander, NH Asian Pac Islander,democrat,democrat,none,other christian,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,west,same-sex couple,excellent,Yes,16.0,5.0,4.0,no,no,yes,B,married,no,yes
57,56.0,16.0,14.0,NH white,NH white,democrat,other,catholic,none,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,northeast,same-sex couple,good,Yes,12.0,1.0,2.0,no,yes,yes,B,none,no,yes
53,64.0,16.0,13.0,NH white,NH white,democrat,democrat,"other non-christian, please specify",other christian,working,a one-family house attached to one or more houses,owned or being bought by you or someone in your household,metro,midwest,same-sex couple,good,No,8.0,-11.0,3.0,no,no,yes,L,none,w2,no
62,46.0,12.0,12.0,NH white,NH white,democrat,democrat,mormon,mormon,disabled,a mobile home,owned or being bought by you or someone in your household,non-metro,south,different sex couple,excellent,Yes,11.0,16.0,0.0,no,no,no,S,married,no,yes
41,35.0,13.0,13.0,Hispanic,NH white,republican,republican,catholic,"protestant (e.g. methodist, lutheran, presbyterian, episcopal)",working,a building with 2 or more apartments,rented for cash,metro,west,same-sex couple,excellent,Yes,12.0,6.0,0.0,yes,no,yes,L,CU_DP,w3,no
47,59.0,13.0,20.0,NH white,NH white,democrat,other,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","protestant (e.g. methodist, lutheran, presbyterian, episcopal)",working,a building with 2 or more apartments,rented for cash,metro,south,same-sex couple,fair,Yes,19.0,-12.0,-7.0,no,yes,yes,B,married,no,yes
